1151715600,1,0,1069.173096,99.19023895,3.990956783,1,0,1,0,0,0,0,0
1151715600,2,0,861.9106445,100,0.98379457,1,0,1,0,15.53225517,0,1,0
1151715600,3,0,1173.552368,9.786003113,0.869098604,1,0,1,0,0,0,0,0
1151715600,4,1,727.2984009,0,0,0,0,0,0,0,0,0,-238
1151715600,5,0,1297.270264,20.32118988,1.994350672,1,0,1,0,0,0,0,0
1151715600,7,0,0,0,0,0,1,0,1,0,0,0,0
1151715600,8,1,0,0,0,0,0,0,0,0,0,0,-246
1151715600,9,0,0,56.78315735,0,0,1,0,1,0,0,1,0
1151715600,10,0,0,-307,1.744351983,0,1,0,1,0,0,1,0
1151715600,12,0,0,19.30842972,0,0,1,0,1,0,0,0,0
1151715600,14,0,0,0,0,0,1,0,1,0,0,0,0
1151715600,15,0,0,-307,0,0,1,0,1,0,0,0,0
1151715600,16,0,0,0,0,0,1,0,1,0,0,0,0
1151717400,1,0,1068.555786,99.19023895,3.999828339,1,0,1,0,0,0,0,0
1151717400,2,0,861.6220093,100,0.983318686,1,0,1,0,15.53402996,0,1,0
1151717400,3,0,1173.885864,9.787186623,0.868909419,1,0,1,0,0,0,0,0
1151717400,4,1,726.8982544,0,0,0,0,0,0,0,0,0,-238
1151717400,5,0,1295.395386,20.32178116,1.993805885,1,0,1,0,0,0,0,0
1151717400,7,0,0,0,0,0,1,0,1,0,0,0,0
1151717400,8,1,0,0,0,0,0,0,0,0,0,0,-246
1151717400,9,0,0,56.78374863,0,0,1,0,1,0,0,1,0
1151717400,10,0,0,-307,1.744989753,0,1,0,1,0,0,1,0
1151717400,12,0,0,19.31020546,0,0,1,0,1,0,0,0,0
1151717400,14,0,0,0,0,0,1,0,1,0,0,0,0
1151717400,15,0,0,-307,0,0,1,0,1,0,0,0,0
1151717400,16,0,0,0,0,0,1,0,1,0,0,0,0
1151719200,1,0,1068.661377,99.19023895,3.993981361,1,0,1,0,0,0,0,0
1151719200,2,0,862.1049805,100,0.98289299,1,0,1,0,15.53580475,0,1,0
1151719200,3,0,1173.653076,9.788370132,0.868720233,1,0,1,0,0,0,0,0
1151719200,4,1,726.4981079,0,0,0,0,0,0,0,0,0,-238
1151719200,5,0,1293.539429,20.32237244,1.993261099,1,0,1,0,0,0,0,0
1151719200,7,0,0,0,0,0,1,0,1,0,0,0,0
1151719200,8,1,0,0,0,0,0,0,0,0,0,0,-246
1151719200,9,0,0,56.7843399,0,0,1,0,1,0,0,1,0
1151719200,10,0,0,-307,1.745627522,0,1,0,1,0,0,1,0
1151719200,12,0,0,19.31197929,0,0,1,0,1,0,0,0,0
1151719200,14,0,0,0,0,0,1,0,1,0,0,0,0
1151719200,15,0,0,-307,0,0,1,0,1,0,0,0,0
1151719200,16,0,0,0,0,0,1,0,1,0,0,0,0
